SEGMENTID,ONSTREETNAME,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:32:06,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:48,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:48,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:49,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:49,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172674,53 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172683,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:32:07,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172683,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
172683,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172683,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172683,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:52,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:32:07,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
24201,PEARL STREET,DEAD END,WILLOUGHBY STREET,B,2017-11-17 00:00:00,2018-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
24201,PEARL STREET,DEAD END,WILLOUGHBY STREET,B,2017-11-17 00:00:00,2018-01-01 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
296147,SPRING STREET,6 AVENUE,VARICK STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172684,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:52,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:32:07,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:50,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:51,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172685,54 STREET,NYCTA SUBWAY,QUEENS BOULEVARD,Q,2018-02-08 17:40:52,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
222271,221 STREET,108 AVENUE,DEAD END,Q,2017-10-26 11:13:26,2018-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:08,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
130635,89 STREET,30 AVENUE,31 AVENUE,Q,2018-09-05 14:59:33,2018-10-15 23:59:59,DOT IN-HOUSE MILLING
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:09,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172686,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:08,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:09,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
22523,2 STREET,BOND STREET,BODY OF WATER,B,2017-10-19 14:41:46,2018-01-01 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172687,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:08,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:09,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
71138,BROADWAY,WEST  182 STREET,WEST  183 STREET,M,2018-08-06 00:00:00,2018-08-17 23:59:59,DOT IN-HOUSE PAVING
31349,LEONARD STREET,BROADWAY,MOORE STREET,B,2018-01-05 00:00:00,2018-02-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172688,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:08,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172622,38 STREET,43 AVENUE,NYCTA SUBWAY,Q,2017-10-24 10:37:22,2018-01-01 23:58:59,PLACE MATERIAL ON STREET
31349,LEONARD STREET,BROADWAY,MOORE STREET,B,2018-01-05 00:00:00,2018-02-05 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
31353,BROADWAY,BARTLETT STREET,GERRY STREET,B,2018-01-05 00:00:00,2018-02-05 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
181138,214 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,Q,2017-10-19 09:41:10,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:32:09,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,PLACE MATERIAL ON STREET
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:54,2018-02-12 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172689,55 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-02-08 17:40:55,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
130635,89 STREET,30 AVENUE,31 AVENUE,Q,2018-09-05 14:59:34,2018-10-15 23:59:59,DOT IN-HOUSE PAVING
130649,89 STREET,25 AVENUE,30 AVENUE,Q,2018-09-05 14:59:35,2018-10-15 23:59:59,DOT IN-HOUSE MILLING
112905,WALTHAM STREET,97 AVENUE,101 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
111576,ANDREWS AVENUE,BEND,WEST  179 STREET,X,2018-04-14 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31912,SPRING STREET,6 AVENUE,VARICK STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31912,SPRING STREET,6 AVENUE,VARICK STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31934,LEROY STREET,GREENWICH STREET,HUDSON STREET,M,2018-01-23 14:39:19,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31934,LEROY STREET,GREENWICH STREET,HUDSON STREET,M,2018-01-23 14:39:19,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31934,LEROY STREET,GREENWICH STREET,HUDSON STREET,M,2018-01-23 14:39:20,2018-01-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
111576,ANDREWS AVENUE,BEND,WEST  179 STREET,X,2018-04-14 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
111576,ANDREWS AVENUE,BEND,WEST  179 STREET,X,2018-04-14 00:00:00,2018-04-23 23:58:59,PLACE CRANE OR SHOVEL ON STREET
112906,WALTHAM STREET,97 AVENUE,101 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
112906,WALTHAM STREET,97 AVENUE,101 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
130650,89 STREET,25 AVENUE,30 AVENUE,Q,2018-09-05 14:59:35,2018-10-15 23:59:59,DOT IN-HOUSE MILLING
11324,TILLMAN STREET,LA GUARDIA AVENUE,TODT HILL ROAD,S,2018-03-29 09:21:26,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
113274,51 AVENUE,72 PLACE,72 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
11326,NORWALK AVENUE,LA GUARDIA AVENUE,TODT HILL ROAD,S,2018-03-29 09:22:58,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
114114,DUNCAN ROAD,ADA PLACE,BEND,S,2018-05-08 00:00:00,2018-06-07 23:58:59,REPAIR GAS
32362,CROSBY STREET,BROOME STREET,SPRING STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32362,CROSBY STREET,BROOME STREET,SPRING STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32362,CROSBY STREET,BROOME STREET,SPRING STREET,M,2018-01-27 00:00:00,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
176264,EAST  182 STREET,GRAND CONCOURSE,RYER AVENUE,X,2017-10-10 14:58:57,2018-01-07 23:59:59,DOT IN-HOUSE PAVING
238754,WEST  155 STREET,8 AVENUE,HARLEM RIVER DRIVE,M,2017-10-31 00:00:00,2018-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
176310,EAST KINGSBRIDGE ROAD,BEND,GRAND CONCOURSE,X,2017-10-20 14:17:02,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
176311,EAST KINGSBRIDGE ROAD,BEND,GRAND CONCOURSE,X,2017-10-20 14:17:02,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
165638,EAST   70 STREET,LEXINGTON AVENUE,PARK AVENUE,M,2018-03-24 00:00:00,2018-03-26 23:58:59,PLACE CRANE OR SHOVEL ON STREET
176320,EAST KINGSBRIDGE ROAD,CRESTON AVENUE,GRAND CONCOURSE,X,2017-10-20 14:17:00,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
176321,EAST KINGSBRIDGE ROAD,CRESTON AVENUE,GRAND CONCOURSE,X,2017-10-20 14:17:00,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
176322,EAST KINGSBRIDGE ROAD,CRESTON AVENUE,GRAND CONCOURSE,X,2017-10-20 14:17:00,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
225311,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,M,2018-02-03 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
225311,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,M,2018-02-03 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
225311,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,M,2018-02-03 00:00:00,2018-02-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32596,WASHINGTON PLACE,GREENE STREET,WASHINGTON SQUARE EAST,M,2018-01-01 00:00:00,2018-02-02 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
126819,78 STREET,3 AVENUE,4 AVENUE,B,2018-08-17 00:00:00,2018-08-23 23:59:59,DOT IN-HOUSE MILLING
34042,WEST   37 STREET,5 AVENUE,6 AVENUE,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
34042,WEST   37 STREET,5 AVENUE,6 AVENUE,M,2018-01-27 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
34042,WEST   37 STREET,5 AVENUE,6 AVENUE,M,2018-01-27 00:00:00,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
34118,WEST   58 STREET,9 AVENUE,10 AVENUE,M,2018-01-20 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
34118,WEST   58 STREET,9 AVENUE,10 AVENUE,M,2018-01-20 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
34118,WEST   58 STREET,9 AVENUE,10 AVENUE,M,2018-01-20 00:00:00,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
127053,WEST   13 STREET,86 STREET,AVENUE T,B,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
127054,WEST   13 STREET,86 STREET,AVENUE T,B,2018-03-28 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE MILLING
23079,GREENWICH STREET,CARLISLE STREET,RECTOR STREET,M,2018-02-10 00:00:00,2018-02-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23079,GREENWICH STREET,CARLISLE STREET,RECTOR STREET,M,2018-02-10 00:00:00,2018-02-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
127054,WEST   13 STREET,86 STREET,AVENUE T,B,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
181137,214 STREET,56 AVENUE,58 AVENUE,Q,2017-10-23 08:23:01,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
13486,FOREST AVENUE,DUER LANE,HAVEN ESPLANADE,S,2018-09-10 00:00:00,2018-11-15 23:58:59,CONTRACT ROADWAY MILLING
23319,PEARL STREET,JOHN STREET,PLATT STREET,M,2018-02-02 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23319,PEARL STREET,JOHN STREET,PLATT STREET,M,2018-02-02 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
115825,165 STREET,85 AVENUE,BEND,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
115826,165 STREET,BEND,DEAD END,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
35554,51 AVENUE,21 STREET,23 STREET,Q,2018-01-06 00:00:00,2018-01-15 23:58:59,PLACE CRANE OR SHOVEL ON STREET
137895,PARK ROW,BEND,BEND,M,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
116133,182 PLACE,144 AVENUE,DEAD END,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
116133,182 PLACE,144 AVENUE,DEAD END,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
37858,EAST   82 STREET,EAST END AVENUE,YORK AVENUE,M,2018-01-20 00:00:00,2018-01-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
37860,EAST   83 STREET,EAST END AVENUE,YORK AVENUE,M,2018-01-22 11:25:30,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
37860,EAST   83 STREET,EAST END AVENUE,YORK AVENUE,M,2018-01-22 11:25:31,2018-01-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37860,EAST   83 STREET,EAST END AVENUE,YORK AVENUE,M,2018-01-22 11:25:31,2018-01-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
116137,182 STREET,141 AVENUE,BEND,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
116138,182 STREET,143 AVENUE,BEND,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
181134,213 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,Q,2017-10-23 08:23:00,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
266710,56 STREET,SKILLMAN AVENUE,WOODSIDE AVENUE,Q,2018-02-08 17:41:01,2018-02-12 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
116139,183 STREET,141 AVENUE,143 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
181136,214 STREET,56 AVENUE,58 AVENUE,Q,2017-10-23 08:23:01,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
8172,SUFFOLK AVENUE,MONROE PLACE,PORTAGE AVENUE,S,2017-10-19 14:49:59,2018-01-01 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
116140,183 STREET,141 AVENUE,143 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
181138,214 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,Q,2017-10-23 08:23:02,2018-01-01 23:58:59,CONTRACT ROADWAY MILLING
116141,183 STREET,141 AVENUE,143 AVENUE,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
185358,RICHMOND TERRACE,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2017-11-02 00:00:00,2018-01-31 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
185358,RICHMOND TERRACE,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2017-11-02 00:00:00,2018-01-31 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
116142,183 STREET,143 AVENUE,BEND,Q,2018-03-19 00:00:00,2018-04-30 23:59:59,DOT IN-HOUSE MILLING
115664,95 STREET,101 AVENUE,103 AVENUE,Q,2018-05-07 10:23:02,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
120963,EAST  162 STREET,DEAD END,MELROSE AVENUE,X,2018-06-20 13:30:51,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13216,DOUGLAS ROAD,BEND,BEND,S,2018-05-17 13:30:35,2018-06-16 23:58:59,REMOVAL OF POLES
115665,95 STREET,101 AVENUE,103 AVENUE,Q,2018-05-07 10:23:02,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
185358,RICHMOND TERRACE,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2017-11-02 00:00:00,2018-01-31 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
47386,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,B,2018-01-05 15:47:32,2018-02-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13271,DOUGLAS ROAD,BEND,BEND,S,2018-03-22 09:31:17,2018-04-20 23:58:59,FINAL RESTORATION ONLY
271228,WEST   15 STREET,HIGH LINE,9 AVENUE,M,2018-01-29 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
120963,EAST  162 STREET,DEAD END,MELROSE AVENUE,X,2018-06-20 13:30:52,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
137294,PARK ROW,BEND,BEND,M,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
120963,EAST  162 STREET,DEAD END,MELROSE AVENUE,X,2018-06-20 13:30:53,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
126666,CLINTON AVENUE,RICHMOND TERRACE,VAN BUREN STREET,S,2018-04-30 00:00:00,2018-05-30 23:59:59,DOT IN-HOUSE PAVING
122099,FULTON STREET,TRUXTON STREET,TRUXTON STREET,B,2018-05-15 00:00:00,2018-05-21 23:59:59,DOT IN-HOUSE PAVING
276247,WEST   33 STREET,10 AVENUE,HUDSON BOULEVARD,M,2018-01-03 09:07:44,2018-03-11 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
184728,EAST KINGSBRIDGE ROAD,BEND,VALENTINE AVENUE,X,2017-10-20 14:17:03,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
184729,EAST KINGSBRIDGE ROAD,BEND,VALENTINE AVENUE,X,2017-10-20 14:17:03,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
276248,WEST   33 STREET,11 AVENUE,HUDSON BOULEVARD,M,2018-01-03 09:07:45,2018-03-11 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
127209,56 STREET,7 AVENUE,8 AVENUE,B,2018-11-05 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
127210,56 STREET,7 AVENUE,8 AVENUE,B,2018-11-05 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
127211,56 STREET,7 AVENUE,8 AVENUE,B,2018-11-05 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
120963,EAST  162 STREET,DEAD END,MELROSE AVENUE,X,2018-04-13 00:00:00,2018-05-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
79755,WEST  184 STREET,DAVIDSON AVENUE,EAST  184 STREET,X,2017-10-20 14:04:25,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
128451,EAST   96 STREET,AVENUE B,DITMAS AVENUE,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
12607,MELHORN ROAD,LORTEL AVENUE,SCHMIDTS LANE,S,2018-04-04 13:11:18,2018-04-30 23:59:59,DOT IN-HOUSE PAVING
296146,BROOME STREET,6 AVENUE,VARICK STREET,M,2018-02-03 00:00:00,2018-02-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
80135,EAST  187 STREET,HOFFMAN STREET,LORILLARD PLACE,X,2017-10-20 14:19:54,2018-01-17 23:59:59,DOT IN-HOUSE PAVING
128452,EAST   96 STREET,AVENUE B,DITMAS AVENUE,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
151863,PARK ROW,BEND,BEND,M,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
118966,BEACH   59 STREET,BOARDWALK,LARKIN AVENUE,Q,2018-04-23 00:00:00,2018-05-23 23:59:59,DOT IN-HOUSE PAVING
120963,EAST  162 STREET,DEAD END,MELROSE AVENUE,X,2018-09-11 00:00:00,2018-10-13 23:58:59,PLACE CRANE OR SHOVEL ON STREET
184552,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,S,2017-12-29 00:00:00,2018-03-29 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
152259,PARK ROW,BEND,CENTRE STREET,M,2018-04-02 00:00:00,2018-04-06 23:59:59,DOT IN-HOUSE PAVING
23194,THAMES STREET,BROADWAY,TRINITY PLACE,M,2017-10-31 12:49:15,2018-01-26 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
128453,EAST   96 STREET,AVENUE B,DITMAS AVENUE,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
128655,EAST   88 STREET,AVENUE N,SEAVIEW AVENUE,B,2018-11-05 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE PAVING
33805,WEST   28 STREET,6 AVENUE,7 AVENUE,M,2018-03-10 00:00:00,2018-03-12 23:58:59,PLACE MATERIAL ON STREET
161405,53 STREET,2 AVENUE,3 AVENUE,B,2018-03-30 00:00:00,2018-04-03 23:59:59,DOT IN-HOUSE PAVING
23817,STATE STREET,GARDEN PLACE,HENRY STREET,B,2017-11-09 00:00:00,2018-02-07 23:58:59,MAJOR INSTALLATION - GAS
23821,STATE STREET,HENRY STREET,SIDNEY PLACE,B,2017-11-09 00:00:00,2018-02-07 23:58:59,MAJOR INSTALLATION - GAS
128724,FLATLANDS    3 STREET,EAST  105 STREET,EAST  108 STREET,B,2018-11-08 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE PAVING
